tracking_range,annotation_range,tracking_frames,annotation_frames,overlap_frames,tracking_utilization_ratio,annotation_coverage_ratio,status,action,final_range,folder,file
"(1571, 24035)","(1582, 23790)",22465,22209,22209,0.988604,1.0,auto_trim,trim_to_intersection,"(1582, 23790)",GroovyShrew,2114187055.parquet
"(1289, 36019)","(1327, 35941)",34731,34615,34615,0.99666,1.0,aligned,none,"(1327, 35941)",GroovyShrew,502020762.parquet
"(936, 35649)","(958, 35521)",34714,34564,34564,0.995679,1.0,aligned,none,"(958, 35521)",GroovyShrew,5119542.parquet
"(1299, 36244)","(1330, 36244)",34946,34915,34915,0.999113,1.0,aligned,none,"(1330, 36244)",GroovyShrew,593750722.parquet
"(947, 22498)","(978, 22498)",21552,21521,21521,0.998562,1.0,aligned,none,"(978, 22498)",GroovyShrew,768075914.parquet
"(1563, 24034)","(1563, 23943)",22472,22381,22381,0.995951,1.0,aligned,none,"(1563, 23943)",GroovyShrew,870599401.parquet
"(1311, 43258)","(1403, 42766)",41948,41364,41364,0.986078,1.0,auto_trim,trim_to_intersection,"(1403, 42766)",GroovyShrew,991578442.parquet
"(4950, 22067)","(4950, 21555)",17118,16606,16606,0.97009,1.0,auto_trim,trim_to_intersection,"(4950, 21555)",InvincibleJellyfish,1106234543.parquet
"(4950, 22068)","(7795, 21827)",17119,14033,14033,0.819732,1.0,manual_review,check_alignment,"(7795, 21827)",InvincibleJellyfish,1108562754.parquet
"(4950, 22064)","(4950, 19209)",17115,14260,14260,0.833187,1.0,manual_review,check_alignment,"(4950, 19209)",InvincibleJellyfish,1171931756.parquet
"(4950, 22072)","(5032, 22064)",17123,17033,17033,0.994744,1.0,aligned,none,"(5032, 22064)",InvincibleJellyfish,1205744881.parquet
"(4950, 22073)","(4977, 22073)",17124,17097,17097,0.998423,1.0,aligned,none,"(4977, 22073)",InvincibleJellyfish,1239915365.parquet
"(4950, 22084)","(4950, 21716)",17135,16767,16767,0.978523,1.0,auto_trim,trim_to_intersection,"(4950, 21716)",InvincibleJellyfish,1266015456.parquet
"(4950, 22071)","(4962, 21317)",17122,16356,16356,0.955262,1.0,auto_trim,trim_to_intersection,"(4962, 21317)",InvincibleJellyfish,129177073.parquet
"(4950, 22065)","(4982, 21809)",17116,16828,16828,0.983174,1.0,auto_trim,trim_to_intersection,"(4982, 21809)",InvincibleJellyfish,1356022583.parquet
"(4950, 22069)","(5038, 22061)",17120,17024,17024,0.994393,1.0,aligned,none,"(5038, 22061)",InvincibleJellyfish,1386249360.parquet
"(4950, 22081)","(4950, 19254)",17132,14305,14305,0.834987,1.0,manual_review,check_alignment,"(4950, 19254)",InvincibleJellyfish,1574549259.parquet
"(4950, 22077)","(4950, 21526)",17128,16577,16577,0.96783,1.0,auto_trim,trim_to_intersection,"(4950, 21526)",InvincibleJellyfish,1613426084.parquet
"(4950, 22068)","(4950, 21509)",17119,16560,16560,0.967346,1.0,auto_trim,trim_to_intersection,"(4950, 21509)",InvincibleJellyfish,1633648033.parquet
"(4950, 22114)","(5016, 10501)",17165,5486,5486,0.319604,1.0,manual_review,check_alignment,"(5016, 10501)",InvincibleJellyfish,1634074988.parquet
"(4950, 22066)","(5078, 21393)",17117,16316,16316,0.953204,1.0,auto_trim,trim_to_intersection,"(5078, 21393)",InvincibleJellyfish,1641568569.parquet
"(4950, 22080)","(4950, 18700)",17131,13751,13751,0.802697,1.0,manual_review,check_alignment,"(4950, 18700)",InvincibleJellyfish,1700300193.parquet
"(4950, 22072)","(4950, 21453)",17123,16504,16504,0.96385,1.0,auto_trim,trim_to_intersection,"(4950, 21453)",InvincibleJellyfish,1737795006.parquet
"(4950, 22091)","(4950, 21633)",17142,16684,16684,0.973282,1.0,auto_trim,trim_to_intersection,"(4950, 21633)",InvincibleJellyfish,1739671883.parquet
"(4950, 22068)","(4950, 22036)",17119,17087,17087,0.998131,1.0,aligned,none,"(4950, 22036)",InvincibleJellyfish,1792494407.parquet
"(4950, 22093)","(4950, 21925)",17144,16976,16976,0.990201,1.0,aligned,none,"(4950, 21925)",InvincibleJellyfish,193645959.parquet
"(4950, 22081)","(5104, 21880)",17132,16777,16777,0.979279,1.0,auto_trim,trim_to_intersection,"(5104, 21880)",InvincibleJellyfish,2071866786.parquet
"(4950, 22189)","(4950, 21988)",17240,17039,17039,0.988341,1.0,auto_trim,trim_to_intersection,"(4950, 21988)",InvincibleJellyfish,2116375223.parquet
"(4950, 22072)","(4966, 17969)",17123,13004,13004,0.759446,1.0,manual_review,check_alignment,"(4966, 17969)",InvincibleJellyfish,2120950784.parquet
"(4950, 22067)","(4950, 20591)",17118,15642,15642,0.913775,1.0,manual_review,check_alignment,"(4950, 20591)",InvincibleJellyfish,2161338.parquet
"(4950, 22069)","(5095, 21801)",17120,16707,16707,0.975876,1.0,auto_trim,trim_to_intersection,"(5095, 21801)",InvincibleJellyfish,262394522.parquet
"(4950, 22079)","(4950, 21985)",17130,17036,17036,0.994513,1.0,aligned,none,"(4950, 21985)",InvincibleJellyfish,29275550.parquet
"(4950, 22064)","(4950, 21643)",17115,16694,16694,0.975402,1.0,auto_trim,trim_to_intersection,"(4950, 21643)",InvincibleJellyfish,395110588.parquet
"(4950, 22066)","(4950, 20664)",17117,15715,15715,0.918093,1.0,manual_review,check_alignment,"(4950, 20664)",InvincibleJellyfish,415753207.parquet
"(4950, 22181)","(5113, 22181)",17232,17069,17069,0.990541,1.0,aligned,none,"(5113, 22181)",InvincibleJellyfish,53935139.parquet
"(4950, 22067)","(4959, 21932)",17118,16974,16974,0.991588,1.0,aligned,none,"(4959, 21932)",InvincibleJellyfish,620922286.parquet
"(4950, 22075)","(5079, 20824)",17126,15746,15746,0.919421,1.0,manual_review,check_alignment,"(5079, 20824)",InvincibleJellyfish,639121386.parquet
"(4950, 22065)","(4950, 21190)",17116,16241,16241,0.948878,1.0,manual_review,check_alignment,"(4950, 21190)",InvincibleJellyfish,648966646.parquet
"(4950, 22558)","(4950, 21955)",17609,17006,17006,0.965756,1.0,auto_trim,trim_to_intersection,"(4950, 21955)",InvincibleJellyfish,764405255.parquet
"(4950, 22080)","(4950, 22080)",17131,17131,17131,1.0,1.0,aligned,none,"(4950, 22080)",InvincibleJellyfish,811519784.parquet
"(0, 8999)","(19, 8991)",9000,8973,8973,0.997,1.0,aligned,none,"(19, 8991)",JovialSwallow,1096442159.parquet
"(0, 8999)","(208, 8789)",9000,8582,8582,0.953556,1.0,auto_trim,trim_to_intersection,"(208, 8789)",JovialSwallow,1098020586.parquet
"(0, 8999)","(16, 8991)",9000,8976,8976,0.997333,1.0,aligned,none,"(16, 8991)",JovialSwallow,1164701770.parquet
"(0, 8999)","(76, 8728)",9000,8653,8653,0.961444,1.0,auto_trim,trim_to_intersection,"(76, 8728)",JovialSwallow,1212894105.parquet
"(0, 8999)","(54, 8434)",9000,8381,8381,0.931222,1.0,manual_review,check_alignment,"(54, 8434)",JovialSwallow,1231275297.parquet
"(0, 8999)","(47, 8987)",9000,8941,8941,0.993444,1.0,aligned,none,"(47, 8987)",JovialSwallow,1337647037.parquet
"(0, 8999)","(28, 8921)",9000,8894,8894,0.988222,1.0,auto_trim,trim_to_intersection,"(28, 8921)",JovialSwallow,1350470271.parquet
"(0, 8999)","(20, 8200)",9000,8181,8181,0.909,1.0,manual_review,check_alignment,"(20, 8200)",JovialSwallow,1395387249.parquet
"(0, 8999)","(26, 8989)",9000,8964,8964,0.996,1.0,aligned,none,"(26, 8989)",JovialSwallow,1436885521.parquet
"(0, 8999)","(30, 8768)",9000,8739,8739,0.971,1.0,auto_trim,trim_to_intersection,"(30, 8768)",JovialSwallow,1446413535.parquet
"(0, 8999)","(15, 8928)",9000,8914,8914,0.990444,1.0,aligned,none,"(15, 8928)",JovialSwallow,1494705948.parquet
"(0, 8999)","(23, 8775)",9000,8753,8753,0.972556,1.0,auto_trim,trim_to_intersection,"(23, 8775)",JovialSwallow,1558497723.parquet
"(0, 8999)","(101, 8991)",9000,8891,8891,0.987889,1.0,auto_trim,trim_to_intersection,"(101, 8991)",JovialSwallow,1562272988.parquet
"(0, 8999)","(32, 8942)",9000,8911,8911,0.990111,1.0,aligned,none,"(32, 8942)",JovialSwallow,172389446.parquet
"(0, 8999)","(43, 8798)",9000,8756,8756,0.972889,1.0,auto_trim,trim_to_intersection,"(43, 8798)",JovialSwallow,1738679825.parquet
"(0, 8999)","(20, 8991)",9000,8972,8972,0.996889,1.0,aligned,none,"(20, 8991)",JovialSwallow,1774713914.parquet
"(0, 8999)","(26, 8718)",9000,8693,8693,0.965889,1.0,auto_trim,trim_to_intersection,"(26, 8718)",JovialSwallow,1808343518.parquet
"(0, 8999)","(25, 8991)",9000,8967,8967,0.996333,1.0,aligned,none,"(25, 8991)",JovialSwallow,1842945543.parquet
"(0, 8999)","(40, 8764)",9000,8725,8725,0.969444,1.0,auto_trim,trim_to_intersection,"(40, 8764)",JovialSwallow,1938183396.parquet
"(0, 8999)","(100, 8953)",9000,8854,8854,0.983778,1.0,auto_trim,trim_to_intersection,"(100, 8953)",JovialSwallow,197599685.parquet
"(0, 8999)","(0, 8685)",9000,8686,8686,0.965111,1.0,auto_trim,trim_to_intersection,"(0, 8685)",JovialSwallow,2046347857.parquet
"(0, 8999)","(34, 8984)",9000,8951,8951,0.994556,1.0,aligned,none,"(34, 8984)",JovialSwallow,2052386904.parquet
"(0, 8999)","(39, 8813)",9000,8775,8775,0.975,1.0,auto_trim,trim_to_intersection,"(39, 8813)",JovialSwallow,2062182880.parquet
"(0, 8999)","(344, 8748)",9000,8405,8405,0.933889,1.0,manual_review,check_alignment,"(344, 8748)",JovialSwallow,2104860485.parquet
"(0, 8999)","(13, 8918)",9000,8906,8906,0.989556,1.0,auto_trim,trim_to_intersection,"(13, 8918)",JovialSwallow,2121118582.parquet
"(0, 8999)","(47, 8989)",9000,8943,8943,0.993667,1.0,aligned,none,"(47, 8989)",JovialSwallow,231479039.parquet
"(0, 8999)","(15, 8991)",9000,8977,8977,0.997444,1.0,aligned,none,"(15, 8991)",JovialSwallow,24807360.parquet
"(0, 8999)","(20, 8969)",9000,8950,8950,0.994444,1.0,aligned,none,"(20, 8969)",JovialSwallow,326963499.parquet
"(0, 8999)","(18, 8456)",9000,8439,8439,0.937667,1.0,manual_review,check_alignment,"(18, 8456)",JovialSwallow,383642292.parquet
"(0, 8999)","(30, 8965)",9000,8936,8936,0.992889,1.0,aligned,none,"(30, 8965)",JovialSwallow,405720065.parquet
"(0, 8999)","(41, 8912)",9000,8872,8872,0.985778,1.0,auto_trim,trim_to_intersection,"(41, 8912)",JovialSwallow,420937257.parquet
"(0, 8999)","(44, 8420)",9000,8377,8377,0.930778,1.0,manual_review,check_alignment,"(44, 8420)",JovialSwallow,498244519.parquet
"(0, 8999)","(22, 8859)",9000,8838,8838,0.982,1.0,auto_trim,trim_to_intersection,"(22, 8859)",JovialSwallow,530737197.parquet
"(0, 8999)","(117, 8919)",9000,8803,8803,0.978111,1.0,auto_trim,trim_to_intersection,"(117, 8919)",JovialSwallow,561469522.parquet
"(0, 8999)","(29, 8991)",9000,8963,8963,0.995889,1.0,aligned,none,"(29, 8991)",JovialSwallow,600302154.parquet
"(0, 8999)","(46, 8462)",9000,8417,8417,0.935222,1.0,manual_review,check_alignment,"(46, 8462)",JovialSwallow,645933471.parquet
"(0, 8999)","(34, 8881)",9000,8848,8848,0.983111,1.0,auto_trim,trim_to_intersection,"(34, 8881)",JovialSwallow,670490764.parquet
"(0, 8999)","(65, 7850)",9000,7786,7786,0.865111,1.0,manual_review,check_alignment,"(65, 7850)",JovialSwallow,67652770.parquet
"(0, 8999)","(23, 8853)",9000,8831,8831,0.981222,1.0,auto_trim,trim_to_intersection,"(23, 8853)",JovialSwallow,689840236.parquet
"(0, 8999)","(152, 8760)",9000,8609,8609,0.956556,1.0,auto_trim,trim_to_intersection,"(152, 8760)",JovialSwallow,75620690.parquet
"(0, 8999)","(17, 8973)",9000,8957,8957,0.995222,1.0,aligned,none,"(17, 8973)",JovialSwallow,762151225.parquet
"(0, 8999)","(39, 8910)",9000,8872,8872,0.985778,1.0,auto_trim,trim_to_intersection,"(39, 8910)",JovialSwallow,821473511.parquet
"(0, 8999)","(33, 8963)",9000,8931,8931,0.992333,1.0,aligned,none,"(33, 8963)",JovialSwallow,822941934.parquet
"(0, 8999)","(16, 8984)",9000,8969,8969,0.996556,1.0,aligned,none,"(16, 8984)",JovialSwallow,848229796.parquet
"(0, 8999)","(110, 8665)",9000,8556,8556,0.950667,1.0,auto_trim,trim_to_intersection,"(110, 8665)",JovialSwallow,856443471.parquet
"(0, 8999)","(8, 8599)",9000,8592,8592,0.954667,1.0,auto_trim,trim_to_intersection,"(8, 8599)",JovialSwallow,867736486.parquet
"(0, 8999)","(20, 8725)",9000,8706,8706,0.967333,1.0,auto_trim,trim_to_intersection,"(20, 8725)",JovialSwallow,922188635.parquet
"(0, 8999)","(58, 8624)",9000,8567,8567,0.951889,1.0,auto_trim,trim_to_intersection,"(58, 8624)",JovialSwallow,949931556.parquet
"(0, 8999)","(15, 8455)",9000,8441,8441,0.937889,1.0,manual_review,check_alignment,"(15, 8455)",JovialSwallow,962830984.parquet
"(0, 8999)","(218, 8952)",9000,8735,8735,0.970556,1.0,auto_trim,trim_to_intersection,"(218, 8952)",JovialSwallow,970336324.parquet
"(0, 8999)","(41, 8944)",9000,8904,8904,0.989333,1.0,auto_trim,trim_to_intersection,"(41, 8944)",JovialSwallow,990352516.parquet
"(0, 8999)","(133, 8991)",9000,8859,8859,0.984333,1.0,auto_trim,trim_to_intersection,"(133, 8991)",JovialSwallow,992602149.parquet
"(0, 36680)","(857, 28318)",36681,27462,27462,0.748671,1.0,manual_review,check_alignment,"(857, 28318)",LyricalHare,1023347338.parquet
"(0, 36767)","(3359, 36767)",36768,33409,33409,0.908643,1.0,manual_review,check_alignment,"(3359, 36767)",LyricalHare,1117939052.parquet
"(0, 36151)","(910, 36072)",36152,35163,35163,0.972643,1.0,auto_trim,trim_to_intersection,"(910, 36072)",LyricalHare,121552177.parquet
"(0, 36492)","(916, 36465)",36493,35550,35550,0.974159,1.0,auto_trim,trim_to_intersection,"(916, 36465)",LyricalHare,1254387004.parquet
"(0, 36138)","(1465, 36134)",36139,34670,34670,0.959351,1.0,auto_trim,trim_to_intersection,"(1465, 36134)",LyricalHare,1300539709.parquet
"(0, 37366)","(22144, 22291)",37367,148,148,0.003961,1.0,manual_review,check_alignment,"(22144, 22291)",LyricalHare,1321123524.parquet
"(0, 39190)","(6789, 35515)",39191,28727,28727,0.733,1.0,manual_review,check_alignment,"(6789, 35515)",LyricalHare,1326742968.parquet
"(0, 36238)","(1277, 34018)",36239,32742,32742,0.903502,1.0,manual_review,check_alignment,"(1277, 34018)",LyricalHare,1383872208.parquet
"(0, 37814)","(1107, 37809)",37815,36703,36703,0.970594,1.0,auto_trim,trim_to_intersection,"(1107, 37809)",LyricalHare,145951819.parquet
"(0, 36748)","(1398, 36643)",36749,35246,35246,0.959101,1.0,auto_trim,trim_to_intersection,"(1398, 36643)",LyricalHare,1516355035.parquet
"(0, 41776)","(3072, 41047)",41777,37976,37976,0.909017,1.0,manual_review,check_alignment,"(3072, 41047)",LyricalHare,1633006253.parquet
"(0, 36144)","(1550, 32373)",36145,30824,30824,0.852787,1.0,manual_review,check_alignment,"(1550, 32373)",LyricalHare,1675029002.parquet
"(0, 37183)","(896, 35659)",37184,34764,34764,0.934918,1.0,manual_review,check_alignment,"(896, 35659)",LyricalHare,1814043806.parquet
"(0, 36473)","(1014, 30110)",36474,29097,29097,0.797746,1.0,manual_review,check_alignment,"(1014, 30110)",LyricalHare,1859239379.parquet
"(0, 36179)","(2321, 35554)",36180,33234,33234,0.918574,1.0,manual_review,check_alignment,"(2321, 35554)",LyricalHare,200061326.parquet
"(0, 36756)","(839, 36584)",36757,35746,35746,0.972495,1.0,auto_trim,trim_to_intersection,"(839, 36584)",LyricalHare,2054411054.parquet
"(0, 35321)","(1278, 34801)",35322,33524,33524,0.949097,1.0,manual_review,check_alignment,"(1278, 34801)",LyricalHare,2076865965.parquet
"(0, 36803)","(2799, 34077)",36804,31279,31279,0.84988,1.0,manual_review,check_alignment,"(2799, 34077)",LyricalHare,291532073.parquet
"(0, 36075)","(514, 35490)",36076,34977,34977,0.969537,1.0,auto_trim,trim_to_intersection,"(514, 35490)",LyricalHare,427791079.parquet
"(0, 36109)","(1218, 32716)",36110,31499,31499,0.872307,1.0,manual_review,check_alignment,"(1218, 32716)",LyricalHare,472812034.parquet
"(0, 37864)","(813, 20132)",37865,19320,19320,0.510234,1.0,manual_review,check_alignment,"(813, 20132)",LyricalHare,577720259.parquet
"(0, 38199)","(783, 38067)",38200,37285,37285,0.976047,1.0,auto_trim,trim_to_intersection,"(783, 38067)",LyricalHare,789316660.parquet
"(0, 36723)","(1066, 27734)",36724,26669,26669,0.726201,1.0,manual_review,check_alignment,"(1066, 27734)",LyricalHare,835416988.parquet
"(0, 36096)","(2307, 35906)",36097,33600,33600,0.930825,1.0,manual_review,check_alignment,"(2307, 35906)",LyricalHare,906127418.parquet
"(100, 8331)","(277, 8330)",8232,8054,8054,0.978377,1.0,auto_trim,trim_to_intersection,"(277, 8330)",NiftyGoldfinch,101686631.parquet
"(285, 35517)","(297, 35516)",35233,35220,35220,0.999631,1.0,aligned,none,"(297, 35516)",NiftyGoldfinch,1223664597.parquet
"(89, 35486)","(108, 35485)",35398,35378,35378,0.999435,1.0,aligned,none,"(108, 35485)",NiftyGoldfinch,1233426234.parquet
"(103, 27602)","(120, 27601)",27500,27482,27482,0.999345,1.0,aligned,none,"(120, 27601)",NiftyGoldfinch,1269061587.parquet
"(94, 35529)","(216, 35518)",35436,35303,35303,0.996247,1.0,aligned,none,"(216, 35518)",NiftyGoldfinch,1539947238.parquet
"(129, 35563)","(129, 35562)",35435,35434,35434,0.999972,1.0,aligned,none,"(129, 35562)",NiftyGoldfinch,1654932902.parquet
"(146, 35565)","(279, 35545)",35420,35267,35267,0.99568,1.0,aligned,none,"(279, 35545)",NiftyGoldfinch,1705186224.parquet
"(97, 35472)","(152, 35453)",35376,35302,35302,0.997908,1.0,aligned,none,"(152, 35453)",NiftyGoldfinch,2103620137.parquet
"(78, 35507)","(78, 35506)",35430,35429,35429,0.999972,1.0,aligned,none,"(78, 35506)",NiftyGoldfinch,425399867.parquet
"(101, 35556)","(101, 35555)",35456,35455,35455,0.999972,1.0,aligned,none,"(101, 35555)",NiftyGoldfinch,960582355.parquet
"(194, 35525)","(286, 35524)",35332,35239,35239,0.997368,1.0,aligned,none,"(286, 35524)",NiftyGoldfinch,984382096.parquet
"(0, 26999)","(12411, 26999)",27000,14589,14589,0.540333,1.0,manual_review,check_alignment,"(12411, 26999)",PleasantMeerkat,1089480847.parquet
"(0, 26999)","(2655, 26892)",27000,24238,24238,0.897704,1.0,manual_review,check_alignment,"(2655, 26892)",PleasantMeerkat,1133952127.parquet
"(0, 26999)","(18639, 25038)",27000,6400,6400,0.237037,1.0,manual_review,check_alignment,"(18639, 25038)",PleasantMeerkat,1177059156.parquet
"(0, 26999)","(621, 855)",27000,235,235,0.008704,1.0,manual_review,check_alignment,"(621, 855)",PleasantMeerkat,1212669906.parquet
"(0, 26993)","(2565, 21181)",26994,18617,18617,0.689672,1.0,manual_review,check_alignment,"(2565, 21181)",PleasantMeerkat,1266446081.parquet
"(0, 26999)","(2430, 22950)",27000,20521,20521,0.760037,1.0,manual_review,check_alignment,"(2430, 22950)",PleasantMeerkat,1350372183.parquet
"(0, 26999)","(5850, 20871)",27000,15022,15022,0.55637,1.0,manual_review,check_alignment,"(5850, 20871)",PleasantMeerkat,1396183780.parquet
"(0, 26999)","(1548, 24637)",27000,23090,23090,0.855185,1.0,manual_review,check_alignment,"(1548, 24637)",PleasantMeerkat,1441309015.parquet
"(0, 26999)","(4464, 22464)",27000,18001,18001,0.666704,1.0,manual_review,check_alignment,"(4464, 22464)",PleasantMeerkat,1445631188.parquet
"(0, 26999)","(0, 22437)",27000,22438,22438,0.831037,1.0,manual_review,check_alignment,"(0, 22437)",PleasantMeerkat,1450482262.parquet
"(0, 25331)","(2880, 23238)",25332,20359,20359,0.803687,1.0,manual_review,check_alignment,"(2880, 23238)",PleasantMeerkat,1475649798.parquet
"(0, 26997)","(2124, 25281)",26998,23158,23158,0.857767,1.0,manual_review,check_alignment,"(2124, 25281)",PleasantMeerkat,1603176175.parquet
"(0, 26999)","(1089, 16758)",27000,15670,15670,0.58037,1.0,manual_review,check_alignment,"(1089, 16758)",PleasantMeerkat,1749697095.parquet
"(0, 26999)","(4734, 19035)",27000,14302,14302,0.529704,1.0,manual_review,check_alignment,"(4734, 19035)",PleasantMeerkat,1769027005.parquet
"(0, 26999)","(13941, 23949)",27000,10009,10009,0.370704,1.0,manual_review,check_alignment,"(13941, 23949)",PleasantMeerkat,1780823248.parquet
"(0, 26999)","(2205, 23607)",27000,21403,21403,0.792704,1.0,manual_review,check_alignment,"(2205, 23607)",PleasantMeerkat,1933653459.parquet
"(0, 26993)","(2952, 26145)",26994,23194,23194,0.859228,1.0,manual_review,check_alignment,"(2952, 26145)",PleasantMeerkat,1986134767.parquet
"(0, 26993)","(5103, 23814)",26994,18712,18712,0.693191,1.0,manual_review,check_alignment,"(5103, 23814)",PleasantMeerkat,2002810725.parquet
"(0, 26999)","(5454, 23895)",27000,18442,18442,0.683037,1.0,manual_review,check_alignment,"(5454, 23895)",PleasantMeerkat,201760488.parquet
"(0, 26999)","(5220, 8541)",27000,3322,3322,0.123037,1.0,manual_review,check_alignment,"(5220, 8541)",PleasantMeerkat,2050697745.parquet
"(0, 26999)","(9117, 25911)",27000,16795,16795,0.622037,1.0,manual_review,check_alignment,"(9117, 25911)",PleasantMeerkat,263433603.parquet
"(0, 26999)","(3132, 25047)",27000,21916,21916,0.811704,1.0,manual_review,check_alignment,"(3132, 25047)",PleasantMeerkat,331245147.parquet
"(0, 26999)","(16506, 19467)",27000,2962,2962,0.109704,1.0,manual_review,check_alignment,"(16506, 19467)",PleasantMeerkat,365886350.parquet
"(0, 26999)","(4653, 26217)",27000,21565,21565,0.798704,1.0,manual_review,check_alignment,"(4653, 26217)",PleasantMeerkat,372539857.parquet
"(0, 26999)","(4473, 20268)",27000,15796,15796,0.585037,1.0,manual_review,check_alignment,"(4473, 20268)",PleasantMeerkat,408761044.parquet
"(0, 26996)","(5040, 19431)",26997,14392,14392,0.533096,1.0,manual_review,check_alignment,"(5040, 19431)",PleasantMeerkat,498458760.parquet
"(0, 26999)","(18099, 25911)",27000,7813,7813,0.28937,1.0,manual_review,check_alignment,"(18099, 25911)",PleasantMeerkat,599439.parquet
"(0, 26999)","(25164, 25884)",27000,721,721,0.026704,1.0,manual_review,check_alignment,"(25164, 25884)",PleasantMeerkat,62373697.parquet
"(0, 26993)","(7308, 23004)",26994,15697,15697,0.5815,1.0,manual_review,check_alignment,"(7308, 23004)",PleasantMeerkat,74645358.parquet
"(0, 26993)","(4482, 4495)",26994,14,14,0.000519,1.0,manual_review,check_alignment,"(4482, 4495)",PleasantMeerkat,754974789.parquet
"(0, 26999)","(10584, 25591)",27000,15008,15008,0.555852,1.0,manual_review,check_alignment,"(10584, 25591)",PleasantMeerkat,843765839.parquet
"(0, 26990)","(11556, 11880)",26991,325,325,0.012041,1.0,manual_review,check_alignment,"(11556, 11880)",PleasantMeerkat,886803007.parquet
"(0, 26999)","(1026, 26343)",27000,25318,25318,0.937704,1.0,manual_review,check_alignment,"(1026, 26343)",PleasantMeerkat,908567232.parquet
"(0, 26995)","(117, 25812)",26996,25696,25696,0.951845,1.0,auto_trim,trim_to_intersection,"(117, 25812)",PleasantMeerkat,932755484.parquet
"(0, 26999)","(756, 2421)",27000,1666,1666,0.061704,1.0,manual_review,check_alignment,"(756, 2421)",PleasantMeerkat,974867366.parquet
"(274, 15319)","(551, 15318)",15046,14768,14768,0.981523,1.0,auto_trim,trim_to_intersection,"(551, 15318)",ReflectiveManatee,1270744933.parquet
"(211, 15510)","(371, 15509)",15300,15139,15139,0.989477,1.0,auto_trim,trim_to_intersection,"(371, 15509)",ReflectiveManatee,1458170545.parquet
"(273, 15334)","(332, 14637)",15062,14306,14306,0.949807,1.0,manual_review,check_alignment,"(332, 14637)",ReflectiveManatee,1663417188.parquet
"(156, 15126)","(212, 15094)",14971,14883,14883,0.994122,1.0,aligned,none,"(212, 15094)",ReflectiveManatee,1728439177.parquet
"(188, 15449)","(467, 15448)",15262,14982,14982,0.981654,1.0,auto_trim,trim_to_intersection,"(467, 15448)",ReflectiveManatee,1859225348.parquet
"(258, 15192)","(389, 14831)",14935,14443,14443,0.967057,1.0,auto_trim,trim_to_intersection,"(389, 14831)",ReflectiveManatee,1977236166.parquet
"(232, 15251)","(248, 15022)",15020,14775,14775,0.983688,1.0,auto_trim,trim_to_intersection,"(248, 15022)",ReflectiveManatee,1986679638.parquet
"(289, 15754)","(505, 15593)",15466,15089,15089,0.975624,1.0,auto_trim,trim_to_intersection,"(505, 15593)",ReflectiveManatee,2037289010.parquet
"(267, 15504)","(322, 14747)",15238,14426,14426,0.946712,1.0,manual_review,check_alignment,"(322, 14747)",ReflectiveManatee,2040167035.parquet
"(215, 15279)","(351, 13989)",15065,13639,13639,0.905344,1.0,manual_review,check_alignment,"(351, 13989)",ReflectiveManatee,2068280177.parquet
"(217, 15292)","(314, 14792)",15076,14479,14479,0.960401,1.0,auto_trim,trim_to_intersection,"(314, 14792)",ReflectiveManatee,2115562740.parquet
"(257, 15290)","(308, 15283)",15034,14976,14976,0.996142,1.0,aligned,none,"(308, 15283)",ReflectiveManatee,315178669.parquet
"(184, 15225)","(218, 15085)",15042,14868,14868,0.988432,1.0,auto_trim,trim_to_intersection,"(218, 15085)",ReflectiveManatee,390030205.parquet
"(218, 15262)","(320, 15242)",15045,14923,14923,0.991891,1.0,aligned,none,"(320, 15242)",ReflectiveManatee,498093416.parquet
"(283, 15641)","(447, 15504)",15359,15058,15058,0.980402,1.0,auto_trim,trim_to_intersection,"(447, 15504)",ReflectiveManatee,531131153.parquet
"(283, 15222)","(291, 15208)",14940,14918,14918,0.998527,1.0,aligned,none,"(291, 15208)",ReflectiveManatee,631163660.parquet
"(273, 15324)","(450, 14929)",15052,14480,14480,0.961998,1.0,auto_trim,trim_to_intersection,"(450, 14929)",ReflectiveManatee,748834872.parquet
"(370, 15958)","(425, 15950)",15589,15526,15526,0.995959,1.0,aligned,none,"(425, 15950)",ReflectiveManatee,828175681.parquet
"(319, 15767)","(463, 15431)",15449,14969,14969,0.96893,1.0,auto_trim,trim_to_intersection,"(463, 15431)",ReflectiveManatee,912929235.parquet
"(169, 15236)","(497, 15018)",15068,14522,14522,0.963764,1.0,auto_trim,trim_to_intersection,"(497, 15018)",ReflectiveManatee,920161729.parquet
"(0, 1649)","(11, 647)",1650,637,637,0.386061,1.0,manual_review,check_alignment,"(11, 647)",SparklingTapir,1063876199.parquet
"(0, 18001)","(209, 12971)",18002,12763,12763,0.708977,1.0,manual_review,check_alignment,"(209, 12971)",SparklingTapir,1086931654.parquet
"(0, 12267)","(336, 9351)",12268,9016,9016,0.73492,1.0,manual_review,check_alignment,"(336, 9351)",SparklingTapir,1105416294.parquet
"(198, 18511)","(332, 17412)",18314,17081,17081,0.932674,1.0,manual_review,check_alignment,"(332, 17412)",SparklingTapir,1127527475.parquet
"(0, 1548)","(709, 752)",1549,44,44,0.028405,1.0,manual_review,check_alignment,"(709, 752)",SparklingTapir,1237008561.parquet
"(198, 18784)","(198, 18043)",18587,17846,17846,0.960133,1.0,auto_trim,trim_to_intersection,"(198, 18043)",SparklingTapir,1264225733.parquet
